Source,CorrID,Target,InstID,Overallcount,Type,Label,Weight
"Hermann Bahr","10815","Pester Lloyd","29306","2","Directed","Hermann Bahr–Pester Lloyd","1"
"Hermann Bahr","10815","Die Schaubühne / Die Weltbühne","29348","2","Directed","Hermann Bahr–Die Schaubühne / Die Weltbühne","1"
"Hermann Bahr","10815","The Dial","29371","2","Directed","Hermann Bahr–The Dial","1"
"Hermann Bahr","10815","Stiegl-Brauerei","29547","2","Directed","Hermann Bahr–Stiegl-Brauerei","1"
"Hermann Bahr","10815","Pensionsanstalt deutscher Journalisten und Schriftsteller","29757","2","Directed","Hermann Bahr–Pensionsanstalt deutscher Journalisten und Schriftsteller","2"
"Hermann Bahr","10815","Rikola Verlag","29758","2","Directed","Hermann Bahr–Rikola Verlag","1"
"Hermann Bahr","10815","Gemütliche Harmonie","29213","1","Directed","Hermann Bahr–Gemütliche Harmonie","1"
"Hermann Bahr","10815","Süddeutsches Antiquariat","29255","1","Directed","Hermann Bahr–Süddeutsches Antiquariat","1"
"Hermann Bahr","10815","Akademie der Tonkunst","29279","1","Directed","Hermann Bahr–Akademie der Tonkunst","1"
"Hermann Bahr","10815","Carl Konegen","29296","1","Directed","Hermann Bahr–Carl Konegen","1"
"Hermann Bahr","10815","J. Singer & Co.","29369","1","Directed","Hermann Bahr–J. Singer & Co.","1"
"Hermann Bahr","10815","Kikeriki","29394","1","Directed","Hermann Bahr–Kikeriki","1"
"Hermann Bahr","10815","Österreichische Volks-Zeitung","29421","1","Directed","Hermann Bahr–Österreichische Volks-Zeitung","1"
"Hermann Bahr","10815","Ahn & Simrock","29630","1","Directed","Hermann Bahr–Ahn & Simrock","1"
"Hermann Bahr","10815","Goethebund","29667","1","Directed","Hermann Bahr–Goethebund","1"
"Hermann Bahr","10815","Hugo Heller","29747","1","Directed","Hermann Bahr–Hugo Heller","1"
"Hermann Bahr","10815","Akademische Hochschule für Musik","43988","1","Directed","Hermann Bahr–Akademische Hochschule für Musik","1"
"Hermann Bahr","10815","Verein »Freie Schule«","48851","1","Directed","Hermann Bahr–Verein »Freie Schule«","1"
"Richard Beer-Hofmann","10863","Frankfurter Zeitung","29442","188","Directed","Richard Beer-Hofmann–Frankfurter Zeitung","2"
"Richard Beer-Hofmann","10863","Neue Freie Presse","29351","72","Directed","Richard Beer-Hofmann–Neue Freie Presse","3"
"Richard Beer-Hofmann","10863","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Richard Beer-Hofmann–Die Zeit. Wiener Wochenschrift","8"
"Richard Beer-Hofmann","10863","Burgtheater","36247","62","Directed","Richard Beer-Hofmann–Burgtheater","2"
"Richard Beer-Hofmann","10863","Lessing-Theater","35053","25","Directed","Richard Beer-Hofmann–Lessing-Theater","1"
"Richard Beer-Hofmann","10863","Wiener Allgemeine Zeitung","29670","23","Directed","Richard Beer-Hofmann–Wiener Allgemeine Zeitung","2"
"Richard Beer-Hofmann","10863","Volkstheater","36430","20","Directed","Richard Beer-Hofmann–Volkstheater","1"
"Richard Beer-Hofmann","10863","Wiener Verlag","29636","14","Directed","Richard Beer-Hofmann–Wiener Verlag","1"
"Richard Beer-Hofmann","10863","Franz-Grillparzer-Preis","29677","14","Directed","Richard Beer-Hofmann–Franz-Grillparzer-Preis","1"
"Richard Beer-Hofmann","10863","Wiener Schachclub","43143","12","Directed","Richard Beer-Hofmann–Wiener Schachclub","9"
"Richard Beer-Hofmann","10863","Jung-Wiener Theater zum Lieben Augustin","143199","11","Directed","Richard Beer-Hofmann–Jung-Wiener Theater zum Lieben Augustin","2"
"Richard Beer-Hofmann","10863","Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","29212","9","Directed","Richard Beer-Hofmann–Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","1"
"Richard Beer-Hofmann","10863","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Richard Beer-Hofmann–»Freie Bühne« Verein für moderne Literatur","2"
"Richard Beer-Hofmann","10863","Berliner Börsen-Courier","29406","7","Directed","Richard Beer-Hofmann–Berliner Börsen-Courier","2"
"Richard Beer-Hofmann","10863","Paul Zsolnay Verlag","36907","7","Directed","Richard Beer-Hofmann–Paul Zsolnay Verlag","1"
"Richard Beer-Hofmann","10863","Südbahnstrecke","41943","7","Directed","Richard Beer-Hofmann–Südbahnstrecke","1"
"Richard Beer-Hofmann","10863","Norddeutscher Lloyd","53340","5","Directed","Richard Beer-Hofmann–Norddeutscher Lloyd","1"
"Richard Beer-Hofmann","10863","?? [Wiener Club September 1901]","169320","5","Directed","Richard Beer-Hofmann–?? [Wiener Club September 1901]","3"
"Richard Beer-Hofmann","10863","Freund & Jeckel","39772","4","Directed","Richard Beer-Hofmann–Freund & Jeckel","2"
"Richard Beer-Hofmann","10863","Accademia di belle arti di Venezia","44602","4","Directed","Richard Beer-Hofmann–Accademia di belle arti di Venezia","3"
"Richard Beer-Hofmann","10863","J. Eisenstein & Co.","29461","3","Directed","Richard Beer-Hofmann–J. Eisenstein & Co.","2"
"Richard Beer-Hofmann","10863","Akademischer Verein für Kunst und Literatur","29767","3","Directed","Richard Beer-Hofmann–Akademischer Verein für Kunst und Literatur","1"
"Richard Beer-Hofmann","10863","Wenzel Swatek","40036","3","Directed","Richard Beer-Hofmann–Wenzel Swatek","2"
"Richard Beer-Hofmann","10863","Éditions Perrin","40681","3","Directed","Richard Beer-Hofmann–Éditions Perrin","1"
"Richard Beer-Hofmann","10863","Westbahnstrecke","41229","3","Directed","Richard Beer-Hofmann–Westbahnstrecke","2"
"Richard Beer-Hofmann","10863","Wiener Rundschau","29749","2","Directed","Richard Beer-Hofmann–Wiener Rundschau","1"
"Richard Beer-Hofmann","10863","Saubermänner","29794","2","Directed","Richard Beer-Hofmann–Saubermänner","2"
"Richard Beer-Hofmann","10863","Konservatorium der Gesellschaft der Musikfreunde","29805","2","Directed","Richard Beer-Hofmann–Konservatorium der Gesellschaft der Musikfreunde","1"
"Richard Beer-Hofmann","10863","Deutsches Theater München","35546","2","Directed","Richard Beer-Hofmann–Deutsches Theater München","1"
"Richard Beer-Hofmann","10863","Stoll & Uhlig","39535","2","Directed","Richard Beer-Hofmann–Stoll & Uhlig","2"
"Richard Beer-Hofmann","10863","Bund für Mutterschutz","40063","2","Directed","Richard Beer-Hofmann–Bund für Mutterschutz","2"
"Richard Beer-Hofmann","10863","Schenker & Co.","40227","2","Directed","Richard Beer-Hofmann–Schenker & Co.","2"
"Richard Beer-Hofmann","10863","La Semaine Littéraire","40684","2","Directed","Richard Beer-Hofmann–La Semaine Littéraire","1"
"Richard Beer-Hofmann","10863","Allgemeine Poliklinik","41367","2","Directed","Richard Beer-Hofmann–Allgemeine Poliklinik","1"
"Richard Beer-Hofmann","10863","Ministerium für Unterricht","44136","2","Directed","Richard Beer-Hofmann–Ministerium für Unterricht","1"
"Richard Beer-Hofmann","10863","Hamburg-Amerika-Linie","51619","2","Directed","Richard Beer-Hofmann–Hamburg-Amerika-Linie","1"
"Richard Beer-Hofmann","10863","Cabaret Fledermaus","51868","2","Directed","Richard Beer-Hofmann–Cabaret Fledermaus","2"
"Richard Beer-Hofmann","10863","Bundestheaterkassen","52610","2","Directed","Richard Beer-Hofmann–Bundestheaterkassen","2"
"Richard Beer-Hofmann","10863","Calmann-Lévy","29521","1","Directed","Richard Beer-Hofmann–Calmann-Lévy","1"
"Richard Beer-Hofmann","10863","F. Fontane","29661","1","Directed","Richard Beer-Hofmann–F. Fontane","1"
"Richard Beer-Hofmann","10863","Deutscher Schulverein","29763","1","Directed","Richard Beer-Hofmann–Deutscher Schulverein","1"
"Richard Beer-Hofmann","10863","Vorwärts","29783","1","Directed","Richard Beer-Hofmann–Vorwärts","1"
"Richard Beer-Hofmann","10863","Hermann Goldschmiedt & Co.","39565","1","Directed","Richard Beer-Hofmann–Hermann Goldschmiedt & Co.","1"
"Richard Beer-Hofmann","10863","Kyriazi Frères","39962","1","Directed","Richard Beer-Hofmann–Kyriazi Frères","1"
"Richard Beer-Hofmann","10863","Mosersche Buchhandlung","40486","1","Directed","Richard Beer-Hofmann–Mosersche Buchhandlung","1"
"Richard Beer-Hofmann","10863","Theodor Weisse","40488","1","Directed","Richard Beer-Hofmann–Theodor Weisse","1"
"Richard Beer-Hofmann","10863","Joseph Lustig & Co.","40786","1","Directed","Richard Beer-Hofmann–Joseph Lustig & Co.","1"
"Richard Beer-Hofmann","10863","M. Engel und Söhne","41364","1","Directed","Richard Beer-Hofmann–M. Engel und Söhne","1"
"Richard Beer-Hofmann","10863","Dannebrogorden","41395","1","Directed","Richard Beer-Hofmann–Dannebrogorden","1"
"Richard Beer-Hofmann","10863","Volks-Schillerpreis","42042","1","Directed","Richard Beer-Hofmann–Volks-Schillerpreis","1"
"Richard Beer-Hofmann","10863","I. Mayer Strohhüte","42262","1","Directed","Richard Beer-Hofmann–I. Mayer Strohhüte","1"
"Richard Beer-Hofmann","10863","Überetscher Bahn","43044","1","Directed","Richard Beer-Hofmann–Überetscher Bahn","1"
"Richard Beer-Hofmann","10863","Heinrich Grünbaum Schneiderei","43222","1","Directed","Richard Beer-Hofmann–Heinrich Grünbaum Schneiderei","1"
"Richard Beer-Hofmann","10863","G. Findeis","43419","1","Directed","Richard Beer-Hofmann–G. Findeis","1"
"Richard Beer-Hofmann","10863","Wiener Mode","43421","1","Directed","Richard Beer-Hofmann–Wiener Mode","1"
"Richard Beer-Hofmann","10863","Gustav Grimm Verlag","43470","1","Directed","Richard Beer-Hofmann–Gustav Grimm Verlag","1"
"Richard Beer-Hofmann","10863","Kollegium Kalksburg","45038","1","Directed","Richard Beer-Hofmann–Kollegium Kalksburg","1"
"Richard Beer-Hofmann","10863","Roland von Berlin","46040","1","Directed","Richard Beer-Hofmann–Roland von Berlin","1"
"Richard Beer-Hofmann","10863","Münchner Künstlertheater","47607","1","Directed","Richard Beer-Hofmann–Münchner Künstlertheater","1"
"Richard Beer-Hofmann","10863","Anton Drehers Brauereien","47692","1","Directed","Richard Beer-Hofmann–Anton Drehers Brauereien","1"
"Richard Beer-Hofmann","10863","Buchhandlung und Verlag Eduard Höllrigel","51413","1","Directed","Richard Beer-Hofmann–Buchhandlung und Verlag Eduard Höllrigel","1"
"Richard Beer-Hofmann","10863","Karl Schwarz Antiquitäten","51418","1","Directed","Richard Beer-Hofmann–Karl Schwarz Antiquitäten","1"
"Richard Beer-Hofmann","10863","Kurtheater in Aussee","51421","1","Directed","Richard Beer-Hofmann–Kurtheater in Aussee","1"
"Richard Beer-Hofmann","10863","Internationales Reise-Bureau Schenker","51616","1","Directed","Richard Beer-Hofmann–Internationales Reise-Bureau Schenker","1"
"Richard Beer-Hofmann","10863","Rosé-Quartett","51780","1","Directed","Richard Beer-Hofmann–Rosé-Quartett","1"
"Richard Beer-Hofmann","10863","Zentralbad","51873","1","Directed","Richard Beer-Hofmann–Zentralbad","1"
"Richard Beer-Hofmann","10863","St. Elisabeth-Kirchlein-Baucomité","51999","1","Directed","Richard Beer-Hofmann–St. Elisabeth-Kirchlein-Baucomité","1"
"Richard Beer-Hofmann","10863","Königliches Museum der Schönen Künste","52339","1","Directed","Richard Beer-Hofmann–Königliches Museum der Schönen Künste","1"
"Richard Beer-Hofmann","10863","Tauernbahn","52552","1","Directed","Richard Beer-Hofmann–Tauernbahn","1"
"Richard Beer-Hofmann","10863","Gebrüder Wild – Schmalz- und Käsehandlung","53205","1","Directed","Richard Beer-Hofmann–Gebrüder Wild – Schmalz- und Käsehandlung","1"
"Franz Blei","10955","Neue Freie Presse","29351","72","Directed","Franz Blei–Neue Freie Presse","1"
"Franz Blei","10955","Hyperion","29552","6","Directed","Franz Blei–Hyperion","3"
"Franz Blei","10955","Die elf Scharfrichter","29779","3","Directed","Franz Blei–Die elf Scharfrichter","3"
"Franz Blei","10955","William Heinemann Ltd","29553","2","Directed","Franz Blei–William Heinemann Ltd","2"
"Franz Blei","10955","Münchener Post","29455","1","Directed","Franz Blei–Münchener Post","1"
"Oskar Blumenthal","14328","Lessing-Theater","35053","25","Directed","Oskar Blumenthal–Lessing-Theater","10"
"Oskar Blumenthal","14328","Internationale Ausstellung für Musik und Theaterwesen","45127","3","Directed","Oskar Blumenthal–Internationale Ausstellung für Musik und Theaterwesen","1"
"Oskar Blumenthal","14328","Emanuel Reicher’s Deutsche Gastspielgesellschaft","29252","2","Directed","Oskar Blumenthal–Emanuel Reicher’s Deutsche Gastspielgesellschaft","2"
"Oskar Blumenthal","14328","Deutsches Theater München","35546","2","Directed","Oskar Blumenthal–Deutsches Theater München","1"
"Oskar Blumenthal","14328","Irving Place Theatre","35555","1","Directed","Oskar Blumenthal–Irving Place Theatre","1"
"Oskar Blumenthal","14328","Hoftheater Meiningen","35563","1","Directed","Oskar Blumenthal–Hoftheater Meiningen","1"
"Georg Brandes","10992","Frankfurter Zeitung","29442","188","Directed","Georg Brandes–Frankfurter Zeitung","4"
"Georg Brandes","10992","Neue Freie Presse","29351","72","Directed","Georg Brandes–Neue Freie Presse","6"
"Georg Brandes","10992","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Georg Brandes–Die Zeit. Wiener Wochenschrift","3"
"Georg Brandes","10992","Vossische Zeitung","29331","9","Directed","Georg Brandes–Vossische Zeitung","1"
"Georg Brandes","10992","Nobelpreis","29679","6","Directed","Georg Brandes–Nobelpreis","3"
"Georg Brandes","10992","Der Merker","29560","4","Directed","Georg Brandes–Der Merker","1"
"Georg Brandes","10992","Die Zukunft","29631","4","Directed","Georg Brandes–Die Zukunft","2"
"Georg Brandes","10992","Erich-Reiss-Verlag","65371","4","Directed","Georg Brandes–Erich-Reiss-Verlag","1"
"Georg Brandes","10992","K. u. k. Zensurstelle","29545","3","Directed","Georg Brandes–K. u. k. Zensurstelle","2"
"Georg Brandes","10992","Der Tag","29650","3","Directed","Georg Brandes–Der Tag","2"
"Georg Brandes","10992","J.G. Cotta’sche Buchhandlung Nachfolger","29215","2","Directed","Georg Brandes–J.G. Cotta’sche Buchhandlung Nachfolger","1"
"Georg Brandes","10992","Österreichische Akademie der Wissenschaften","29395","2","Directed","Georg Brandes–Österreichische Akademie der Wissenschaften","2"
"Georg Brandes","10992","Kungliga Vetenskapsakademien","29530","2","Directed","Georg Brandes–Kungliga Vetenskapsakademien","2"
"Georg Brandes","10992","Københavns Universitet","29543","2","Directed","Georg Brandes–Københavns Universitet","2"
"Georg Brandes","10992","Kölnische Zeitung","29646","2","Directed","Georg Brandes–Kölnische Zeitung","1"
"Georg Brandes","10992","Die Nation","29807","2","Directed","Georg Brandes–Die Nation","1"
"Georg Brandes","10992","Siegismund u Volkening","29490","1","Directed","Georg Brandes–Siegismund u Volkening","1"
"Georg Brandes","10992","New Yorker Staats-Zeitung","29491","1","Directed","Georg Brandes–New Yorker Staats-Zeitung","1"
"Georg Brandes","10992","[Russische Zeitschrift, in der 1914 gefälschtes Interview von Schnitzler erschien]","29503","1","Directed","Georg Brandes–[Russische Zeitschrift, in der 1914 gefälschtes Interview von Schnitzler erschien]","1"
"Georg Brandes","10992","Verein Berliner Presse","29508","1","Directed","Georg Brandes–Verein Berliner Presse","1"
"Georg Brandes","10992","L’Aurore","29514","1","Directed","Georg Brandes–L’Aurore","1"
"Georg Brandes","10992","Le Siècle","29515","1","Directed","Georg Brandes–Le Siècle","1"
"Georg Brandes","10992","Svensk Dagbladet","29517","1","Directed","Georg Brandes–Svensk Dagbladet","1"
"Georg Brandes","10992","Liberaler Club","29519","1","Directed","Georg Brandes–Liberaler Club","1"
"Georg Brandes","10992","La revue indépendante","29522","1","Directed","Georg Brandes–La revue indépendante","1"
"Georg Brandes","10992","Det Kongelige Bibliotek","29526","1","Directed","Georg Brandes–Det Kongelige Bibliotek","1"
"Georg Brandes","10992","Georg Brandes-arkiv","29528","1","Directed","Georg Brandes–Georg Brandes-arkiv","1"
"Georg Brandes","10992","Kongelige Danske Videnskabernes Selskab","29532","1","Directed","Georg Brandes–Kongelige Danske Videnskabernes Selskab","1"
"Georg Brandes","10992","American Academy of Arts and Sciences","29534","1","Directed","Georg Brandes–American Academy of Arts and Sciences","1"
"Georg Brandes","10992","Società Italiana delle Scienze detta dei XL","29536","1","Directed","Georg Brandes–Società Italiana delle Scienze detta dei XL","1"
"Georg Brandes","10992","Det Kongelige Norske Videnskabers Selskab","29538","1","Directed","Georg Brandes–Det Kongelige Norske Videnskabers Selskab","1"
"Georg Brandes","10992","Royal Society","29541","1","Directed","Georg Brandes–Royal Society","1"
"Georg Brandes","10992","Akademie der Wissenschaften","29549","1","Directed","Georg Brandes–Akademie der Wissenschaften","1"
"Georg Brandes","10992","Die Dame","29551","1","Directed","Georg Brandes–Die Dame","1"
"Georg Brandes","10992","Wanderbühne des österreichischen Volksbildungsamtes","29815","1","Directed","Georg Brandes–Wanderbühne des österreichischen Volksbildungsamtes","1"
"Georg Brandes","10992","Astor Theatre","44003","1","Directed","Georg Brandes–Astor Theatre","1"
"Georg Brandes","10992","Guild Theatre","44005","1","Directed","Georg Brandes–Guild Theatre","1"
"Felix Braun","11002","S. Fischer Verlag","29639","76","Directed","Felix Braun–S. Fischer Verlag","2"
"Felix Braun","11002","Georg Müller Verlag","29584","4","Directed","Felix Braun–Georg Müller Verlag","2"
"Felix Braun","11002","Propyläen Verlag","29377","1","Directed","Felix Braun–Propyläen Verlag","1"
"Felix Braun","11002","Allgemeine elsässische Bankgesellschaft","29585","1","Directed","Felix Braun–Allgemeine elsässische Bankgesellschaft","1"
"Max Eugen Burckhard","11036","S. Fischer Verlag","29639","76","Directed","Max Eugen Burckhard–S. Fischer Verlag","2"
"Max Eugen Burckhard","11036","Burgtheater","36247","62","Directed","Max Eugen Burckhard–Burgtheater","3"
"Max Eugen Burckhard","11036","Wiener Verlag","29636","14","Directed","Max Eugen Burckhard–Wiener Verlag","4"
"Max Eugen Burckhard","11036","J.G. Cotta’sche Buchhandlung Nachfolger","29215","2","Directed","Max Eugen Burckhard–J.G. Cotta’sche Buchhandlung Nachfolger","1"
"Max Eugen Burckhard","11036","Pester Lloyd","29306","2","Directed","Max Eugen Burckhard–Pester Lloyd","1"
"Max Eugen Burckhard","11036","Österreichische Nationalbibliothek","29349","2","Directed","Max Eugen Burckhard–Österreichische Nationalbibliothek","2"
"Max Eugen Burckhard","11036","Rütten & Loening","29309","1","Directed","Max Eugen Burckhard–Rütten & Loening","1"
"Max Eugen Burckhard","11036","A. Entsch","29557","1","Directed","Max Eugen Burckhard–A. Entsch","1"
"Max Eugen Burckhard","11036","Grillparzer-Gesellschaft","29558","1","Directed","Max Eugen Burckhard–Grillparzer-Gesellschaft","1"
"Max Eugen Burckhard","11036","Halkyone-Verlag","48414","1","Directed","Max Eugen Burckhard–Halkyone-Verlag","1"
"Max Eugen Burckhard","11036","Puttkammer & Mühlbrecht, Buchhandlung für Staats- und Rechtswissenschaft","48419","1","Directed","Max Eugen Burckhard–Puttkammer & Mühlbrecht, Buchhandlung für Staats- und Rechtswissenschaft","1"
"Max Eugen Burckhard","11036","Deutsch-Österreichischer Verlag","48425","1","Directed","Max Eugen Burckhard–Deutsch-Österreichischer Verlag","1"
"Max Eugen Burckhard","11036","F. Tempsky","48451","1","Directed","Max Eugen Burckhard–F. Tempsky","1"
"Max Eugen Burckhard","11036","G. Freytag","48455","1","Directed","Max Eugen Burckhard–G. Freytag","1"
"Wilhelm Bölsche","11061","S. Fischer Verlag","29639","76","Directed","Wilhelm Bölsche–S. Fischer Verlag","2"
"Wilhelm Bölsche","11061","Lessing-Theater","35053","25","Directed","Wilhelm Bölsche–Lessing-Theater","5"
"Wilhelm Bölsche","11061","Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","29212","9","Directed","Wilhelm Bölsche–Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","2"
